6	1761
6	1770
6	1775
6	24
6	1785
6	1797
6	1349
6	1803
6	1810
6	1819
6	1825
6	1831
6	1843
6	1857
6	1865
6	1877
6	1897
6	47422
6	1920
6	1939
6	1951
6	1965
6	1974
6	1986
6	2001
6	2018
6	2035
6	2041
6	705
6	718
6	2176
6	614
6	2239
6	1370
6	2240
6	1375
6	2281
6	2280
6	2537
6	2538
6	2539
6	2540
6	2541
6	1851
6	2542
6	2543
6	674
6	2544
6	2545
6	2546
6	2547
6	2548
6	2549
6	2550
6	2551
6	2554
6	2553
6	2552
6	2555
6	2556
6	2557
6	2558
6	2559
7	64
7	66
7	61
7	71
7	70
7	86
7	85
7	90
7	89
7	91
7	92
7	93
7	94
7	96
7	95
7	99
7	98
7	97
7	100
7	101
7	102
7	103
7	104
7	105
7	106
7	107
7	108
7	109
7	110
7	111
7	112
7	116
7	114
7	115
7	113
7	117
7	118
7	154
7	155
7	156
7	157
7	159
7	158
7	160
7	161
7	162
7	163
7	164
7	166
7	165
7	167
7	168
7	169
7	170
7	171
7	176
7	173
7	175
7	178
7	174
7	177
7	179
7	194
7	197
7	198
7	199
7	201
7	202
7	203
7	204
7	215
7	216
7	217
7	218
7	230
7	232
7	231
7	328
7	341
7	344
7	348
7	351
7	363
7	361
7	369
7	375
7	383
7	390
7	397
7	406
7	411
7	415
7	429
7	439
7	443
7	217576
7	48387
7	50730
7	74473
7	47000
7	77683
7	191933
7	74684
7	104927
7	217628
7	79653
7	217880
7	74866
7	217918
7	181035
7	131774
7	137890
7	182018
7	56697
7	79604
7	679
7	682
7	684
7	685
7	686
7	687
7	688
7	689
7	690
7	691
7	692
7	693
7	694
7	695
7	696
7	697
7	698
7	699
7	700
7	701
7	702
7	703
7	704
7	705
7	706
7	707
7	709
7	708
7	710
7	711
7	712
7	713
7	714
7	715
7	716
7	717
7	718
7	719
7	720
7	721
7	965
7	966
7	967
7	968
7	970
7	662
7	969
7	971
7	972
7	973
7	975
7	974
7	976
7	977
7	978
7	979
7	980
7	981
7	982
7	983
7	984
7	985
7	986
7	987
7	988
7	989
7	990
7	991
7	992
7	993
7	994
7	998
7	995
7	996
7	997
7	999
7	1000
7	1002
7	1001
7	1356
7	1357
7	1358
7	1359
7	1360
7	327
7	1361
7	1362
7	1363
7	1364
7	1365
7	1367
7	1366
7	1368
7	1370
7	1369
7	1371
7	1381
7	1373
7	1378
7	1379
7	1372
7	1374
7	1380
7	1376
7	1377
7	1375
7	1382
7	1383
7	1384
7	1386
7	1385
7	1387
7	1388
7	1389
7	1390
7	1391
7	1392
7	1393
7	1706
7	1710
7	1717
7	1719
7	1727
7	1734
7	1737
7	1740
7	1747
7	1751
7	1768
7	1776
7	1781
7	1787
7	1790
7	1800
7	1801
7	1802
7	1809
7	1813
7	1823
7	1830
7	1837
7	1841
7	1849
7	1851
7	1856
7	1861
7	1867
7	1872
7	1875
7	1880
7	1886
7	1887
7	1898
7	1902
7	1911
7	1919
7	1927
7	2052
7	2065
7	2063
7	2073
7	2076
7	2069
7	2072
7	2064
7	2067
7	2074
7	2066
7	2070
7	2071
7	2068
7	2077
7	2110
7	2111
7	2112
7	2113
7	2114
7	2137
7	2139
7	2140
7	2141
7	2142
7	2143
7	2144
7	2145
7	2146
7	2147
7	2148
7	2149
7	2150
7	2151
7	2163
7	2164
7	2165
7	2166
7	2167
7	2623
7	2631
7	2634
7	2636
7	2637
7	2645
7	2648
7	2655
7	2660
7	2659
7	2662
7	2668
7	2676
7	2681
7	2686
7	2688
7	2699
7	2703
7	2473
7	2715
7	2717
7	2725
7	2728
7	2733
7	2735
7	2737
7	2739
7	949
7	2741
7	2743
7	2746
7	2748
7	2752
7	2755
7	2757
7	2761
7	2763
7	2766
7	2769
7	2484
7	3220
7	3222
7	3221
7	3223
7	3224
7	3227
7	3225
7	3228
7	3226
7	3229
7	3230
7	3231
7	2556
7	3232
7	3233
7	3234
7	3235
7	3236
7	3237
7	3238
7	3239
7	3240
7	3241
7	3242
7	3243
7	3244
7	3245
7	2495
7	3246
7	3247
7	3248
7	3249
7	3250
7	3251
8	234
8	235
8	236
8	238
8	237
8	239
8	240
8	241
8	242
8	243
8	246
8	245
8	40
8	244
8	249
8	248
8	247
8	250
8	252
8	251
8	253
8	254
8	255
8	256
8	258
8	257
8	259
8	260
8	261
8	263
8	262
8	265
8	264
8	266
8	267
8	268
8	269
8	270
8	271
8	272
8	52563
8	85859
8	55129
8	49640
8	59100
8	62096
8	54790
8	117663
8	148463
8	215091
8	215080
8	59276
8	52136
8	58567
8	446
8	447
8	448
8	449
8	451
8	450
8	452
8	453
8	454
8	455
8	456
8	457
8	458
8	459
8	460
8	461
8	462
8	463
8	464
8	465
8	467
